#{"t_start": 1782840714.3012211, "env_id": "None"}
r,l,t
-5002.626182,40,1410.455769
-5050.672488,40,1410.531178
-4468.779645,40,1410.607438
-4546.612822,40,1410.679642
-4709.177765,40,1410.752017
-4865.299156,40,1410.82323
-5138.097998,40,1410.896357
-4984.638989,40,1410.968097
-3823.685649,40,1411.039928
-4371.647603,40,1411.111997
-4088.170906,40,1411.184327
-4999.022107,40,1411.257031
-4879.595103,40,1411.330331
-4138.672787,40,1411.403463
-4650.488836,40,1411.475647
-5796.231826,40,1411.550407
-4310.800831,40,1411.621312
-4992.383242,40,1411.692805
-3702.632406,40,1411.763268
-3717.892723,40,1411.833919
-5113.496594,40,1411.919249
-5046.003843,40,1411.995419
-5073.77055,40,1412.067514
-4776.002575,40,1412.137963
-5113.949129,40,1412.209524
-4637.312638,40,1412.281816
-4648.918487,40,1412.360231
-4492.532305,40,1412.434551
-4502.702927,40,1412.53713
-4600.397267,40,1412.617323
-4314.892825,40,1412.693715
-4518.512575,40,1412.782095
-3876.832316,40,1412.864991
-4493.224555,40,1412.949803
-5018.36874,40,1413.026405
-4889.608289,40,1413.101955
-4666.084558,40,1413.175523
-4655.805835,40,1413.249072
-4635.419323,40,1413.330905
-4686.558278,40,1413.409653
-5164.423692,40,1413.4879
-4396.195037,40,1413.587213
-4665.965677,40,1413.660091
-4080.05699,40,1413.731627
-4504.217395,40,1413.84888
-4342.849231,40,1413.944306
-4450.051096,40,1414.036632
-4528.859092,40,1414.127012
-4082.798218,40,1414.221556
-4764.868987,40,1414.296051
-4632.377199,40,1414.385481
-4455.262942,40,1414.484053
-4770.092155,40,1414.59008
-4359.602681,40,1414.694826
-4104.671754,40,1414.796937
-4878.7762,40,1414.883396
-4266.225971,40,1414.971
-4603.184972,40,1415.050452
-4313.098687,40,1415.132025
-4317.733333,40,1415.22313
-4044.152675,40,1415.300464
-4104.451231,40,1415.380115
-4581.018677,40,1415.458694
-4115.114297,40,1415.535621
-4139.747771,40,1415.615345
-4219.988196,40,1415.716859
-4109.502142,40,1415.854624
-4535.447458,40,1415.948124
-5200.042495,40,1416.023384
-5798.382758,40,1416.11242
-5800.310621,40,1416.185173
-4920.727645,40,1416.261404
-4347.609727,40,1416.336212
-4970.568585,40,1416.408595
-4383.862778,40,1416.483389
-5566.520497,40,1416.555677
-4622.81014,40,1416.628799
-5459.841528,40,1416.706274
-5066.08391,40,1416.778781
-4970.669352,40,1416.853749
-4553.704669,40,1416.927087
-4713.144229,40,1417.012836
-4785.320581,40,1417.083922
-4782.142271,40,1417.156664
-5340.456506,40,1417.228666
-5338.824095,40,1417.302881
-5223.344594,40,1417.37692
-5065.830997,40,1417.451583
-4502.618179,40,1417.526515
-5798.233257,40,1417.599982
-5223.734595,40,1417.672945
-5348.794228,40,1417.748559
-5711.288548,40,1417.825195
-5246.475537,40,1417.911915
-5955.935867,40,1417.993446
-5366.14041,40,1418.068554
-5213.617786,40,1418.142085
-5321.493228,40,1418.220615
-4777.315673,40,1418.2951
-4777.202093,40,1418.368233
-5213.566684,40,1418.441972
-5321.439083,40,1418.547411
-6093.46574,40,1418.647437
-5213.660809,40,1418.724304
-6251.132701,40,1418.811324
-5421.918719,40,1418.905772
-5423.387454,40,1418.991341
-5213.559988,40,1419.072856
-5935.087595,40,1419.14887
-5234.786801,40,1419.235017
-5423.217908,40,1419.307654
-5221.525068,40,1419.396573
-5401.719542,40,1419.469426
-5661.95617,40,1419.542
-5619.774002,40,1419.61381
-5423.275019,40,1419.685851
-5443.84133,40,1419.758737
-5393.545151,40,1419.833027
-4989.759384,40,1419.90902
-5398.468384,40,1419.989274
-5528.856574,40,1420.062634
-5299.762957,40,1420.13666
-5194.585312,40,1420.210663
-5479.040841,40,1420.282747
-5531.517548,40,1420.354176
-4944.447258,40,1420.426352
-4635.755178,40,1420.498134
-4574.633886,40,1420.571018
-4944.678637,40,1420.672486
-4624.716312,40,1420.749884
-4683.365078,40,1420.828871
-4376.563479,40,1420.904408
-5098.308136,40,1420.977242
-5062.690723,40,1421.048198
-4882.316292,40,1421.1202
-4507.519295,40,1421.192374
-5139.963465,40,1421.265767
-5583.690588,40,1421.337293
-4957.290993,40,1421.412021
-5688.58844,40,1421.489708
-5063.45877,40,1421.562657
-4565.925332,40,1421.639954
-4579.705028,40,1421.713168
-5011.743287,40,1421.786617
-4980.0239,40,1421.858784
-4203.019106,40,1421.932719
-5167.092873,40,1422.008606
-5189.123822,40,1422.082003
-5116.016738,40,1422.170183
-4750.793665,40,1422.24271
-4518.1671,40,1422.314361
-4957.509992,40,1422.391161
-4895.336008,40,1422.46728
-5012.236779,40,1422.54084
-5005.471498,40,1422.61498
-4663.966367,40,1422.69069
-4638.307537,40,1422.764351
-5192.812028,40,1422.843687
-5066.816005,40,1422.915522
-5244.948542,40,1422.988848
-4839.688359,40,1423.060974
-5225.462826,40,1423.136712
-4856.854732,40,1423.21736
-4619.679311,40,1423.290994
-4855.339388,40,1423.363313
-4905.835899,40,1423.436001
-4218.160422,40,1423.516628
-4893.1722,40,1423.589959
-4606.138148,40,1423.663568
-5128.614457,40,1423.736454
-5237.150904,40,1423.81054
-4975.302096,40,1423.890808
-4691.609033,40,1423.97195
-4778.280928,40,1424.051685
-5128.873778,40,1424.127767
-5739.483346,40,1424.204497
-5731.018306,40,1424.279253
-4172.193139,40,1424.354741
-4283.080608,40,1424.428754
-3670.338327,40,1424.504259
-4818.35333,40,1424.578686
-3336.832627,40,1424.651074
-4083.373045,40,1424.723537
-4062.880796,40,1424.796333
-4406.939753,40,1424.871242
-4066.057538,40,1424.944558
-5198.884444,40,1425.019476
-4578.782943,40,1425.093099
-4659.575663,40,1425.166982
-3975.106575,40,1425.241199
-4444.880721,40,1425.315553
-4326.741159,40,1425.393314
-5480.272216,40,1425.46838
-5605.595659,40,1425.543221
-4941.004394,40,1425.618341
-5382.002282,40,1425.694585
-4846.405258,40,1425.770468
-4254.496922,40,1425.845689
-4363.814962,40,1425.919431
-4262.948949,40,1425.994151
-4885.149466,40,1426.07145
-4862.229401,40,1426.149937
-4166.908778,40,1426.223645
-4862.50779,40,1426.297597
-4336.929476,40,1426.37198
-4885.556767,40,1426.446071
-4528.449293,40,1426.51699
-4387.424585,40,1426.588736
-4881.295537,40,1426.66156
-4872.128213,40,1426.743181
-4534.174608,40,1426.821821
-4700.768933,40,1426.894635
-4388.363958,40,1426.964995
-4486.110711,40,1427.03915
-4892.197738,40,1427.110542
-5430.201227,40,1427.183015
-5465.627043,40,1427.254856
-4560.888439,40,1427.328087
-5516.689137,40,1427.401526
-4367.530673,40,1427.474122
-4944.934715,40,1427.547026
-4077.189692,40,1427.621391
-3705.1822,40,1427.695963
-4582.386894,40,1427.768455
-3862.347187,40,1427.853516
-4218.055944,40,1427.92558
-4289.914204,40,1427.999054
-3619.100424,40,1428.077537
-5085.545421,40,1428.152423
-3381.669647,40,1428.224888
-4444.464895,40,1428.297997
-3968.219566,40,1428.372803
-4558.779495,40,1428.446609
-4127.914618,40,1428.521341
-4501.589977,40,1428.592424
-3946.268706,40,1428.674496
-3970.568691,40,1428.746359
-3632.222203,40,1428.821532
-4203.004561,40,1428.893967
-4167.856993,40,1428.966
-3658.483756,40,1429.03971
-3922.165645,40,1429.114176
-4791.235093,40,1429.190596
-4597.558482,40,1429.262927
-5692.092894,40,1429.336121
-3708.860477,40,1429.409539
-4002.601018,40,1429.482359
-4316.291242,40,1429.554932
-4026.186286,40,1429.627414
-5594.64018,40,1429.700329
-4190.926424,40,1429.772358
-5338.311381,40,1429.84613
-5688.207325,40,1429.917472
-3873.390675,40,1429.990103
-4143.514528,40,1430.063863
-4037.581967,40,1430.138002
-3825.260967,40,1430.210568
-4788.316493,40,1430.283489
-4190.900522,40,1430.35602
-4902.718267,40,1430.434444
-3768.394634,40,1430.510151
-4037.153472,40,1430.584141
-4420.705317,40,1430.658531
-3777.507615,40,1430.730603
-4774.519422,40,1430.804374
-4716.05285,40,1430.877475
-3815.787716,40,1430.951334
-4311.4085,40,1431.024915
-4847.536006,40,1431.095819
-5199.949187,40,1431.16939
-3823.073592,40,1431.241381
-3723.566784,40,1431.324991
-4442.217653,40,1431.400751
-4110.443105,40,1431.473367
-4326.572177,40,1431.544809
-3963.993658,40,1431.61696
-3617.020204,40,1431.690643
-3838.90043,40,1431.762063
-3838.925966,40,1431.838108
-3807.444266,40,1431.911336
-4441.121554,40,1431.986342
-3836.618248,40,1432.066389
-4105.418359,40,1432.138694
-4105.695353,40,1432.209504
-4104.285022,40,1432.281355
-4105.534997,40,1432.356266
-4105.570465,40,1432.431148
-3993.217543,40,1432.506842
-4519.26151,40,1432.58148
-4051.998128,40,1432.657678
-3632.251261,40,1432.732286
-4655.818341,40,1432.811245
-3606.476879,40,1432.887589
-3871.544279,40,1432.963115
-4366.937895,40,1433.037325
-4073.441335,40,1433.111401
-4270.411928,40,1433.186248
-3955.083682,40,1433.265135
-4640.409251,40,1433.339821
-4431.831979,40,1433.416054
-4041.757357,40,1433.489625
-4374.352498,40,1433.565286
-3665.312081,40,1433.639779
-3992.057797,40,1433.713963
-3990.686803,40,1433.788339
-3982.509332,40,1433.863938
-4984.488943,40,1433.939643
-3718.018836,40,1434.015234
-4578.939883,40,1434.091137
-3671.470679,40,1434.166395
-4652.515494,40,1434.241214
-4414.74663,40,1434.318379
-3541.207803,40,1434.394299
-4958.249308,40,1434.468868
-3884.212269,40,1434.543808
-3867.544466,40,1434.618037
-5081.576336,40,1434.691681
-5221.563534,40,1434.765027
-5521.295845,40,1434.840661
-5219.518749,40,1434.915649
-4744.970626,40,1434.990356
-5376.112872,40,1435.066548
-5515.12316,40,1435.141326
-5515.180748,40,1435.219883
-6641.541769,40,1435.295646
-5098.336104,40,1435.371845
-5345.636226,40,1435.44737
-6077.22697,40,1435.52194
-5353.946092,40,1435.597147
-6006.612593,40,1435.672859
-5558.868225,40,1435.74766
-6451.070294,40,1435.826476
-4480.004383,40,1435.902115
-5911.5002,40,1435.977389
-4833.701218,40,1436.051716
-4944.329279,40,1436.128661
-4867.40547,40,1436.204651
-5488.992376,40,1436.280785
-5163.711005,40,1436.357507
-4173.393235,40,1436.433069
-5444.639699,40,1436.508981
-5717.347666,40,1436.58536
-4812.827484,40,1436.660645
-5468.282416,40,1436.735332
-5612.154879,40,1436.80976
-4476.422648,40,1436.885525
-5850.176335,40,1436.959861
-4626.526341,40,1437.035729
-4683.360833,40,1437.110402
-4248.87175,40,1437.184845
-4723.593092,40,1437.259864
-5325.033063,40,1437.336549
-4839.885212,40,1437.412182
-5084.371175,40,1437.48785
-4512.42178,40,1437.562301
-4718.347239,40,1437.636531
-4887.224501,40,1437.71082
-5031.706183,40,1437.786019
-5456.621353,40,1437.863581
-4423.955926,40,1437.938412
-5476.010589,40,1438.012726
-5393.444262,40,1438.087565
-4802.340507,40,1438.166737
-4926.172509,40,1438.241593
-5683.126092,40,1438.318676
-5315.381904,40,1438.394562
-5084.843891,40,1438.469489
-4671.024574,40,1438.544865
-5663.32524,40,1438.620327
-4344.878069,40,1438.695925
-5881.642902,40,1438.77131
-5031.38395,40,1438.849483
-5296.832769,40,1438.924393
-4840.378006,40,1439.000098
-5330.105645,40,1439.075867
-4345.111369,40,1439.151094
-5203.605824,40,1439.226581
-4483.560317,40,1439.302877
-4436.114042,40,1439.378414
-4885.650032,40,1439.454657
-5216.128897,40,1439.529664
-4587.563217,40,1439.60524
-4587.216966,40,1439.680305
-4840.813834,40,1439.754682
-4139.711046,40,1439.830717
-5154.673238,40,1439.906405
-4995.104495,40,1439.98066
-5329.575273,40,1440.056183
-5584.99377,40,1440.131828
-5307.190239,40,1440.209932
-5329.988452,40,1440.284028
-4818.59685,40,1440.363584
-4877.657054,40,1440.439131
-4897.310731,40,1440.514508
-4112.417276,40,1440.589498
-4366.13409,40,1440.664391
-4944.600571,40,1440.739014
-3971.009306,40,1440.813774
-3996.900133,40,1440.890963
-5107.221325,40,1440.966186
-4868.21624,40,1441.041002
-5152.86262,40,1441.116978
-6040.333165,40,1441.192368
-4316.560186,40,1441.266277
-5253.285422,40,1441.337091
-5007.56197,40,1441.406449
-4446.904715,40,1441.476644
-4935.577244,40,1441.545688
-4446.904953,40,1441.616139
-4403.861454,40,1441.685647
-3978.402471,40,1441.756553
-4210.434569,40,1441.830395
-4876.60377,40,1441.904566
-4217.739861,40,1441.977622
-3972.606464,40,1442.051252
-5030.732942,40,1442.12571
-4821.992563,40,1442.201178
-4821.471341,40,1442.275498
-4821.482326,40,1442.352051
-3842.500514,40,1442.4272
-4217.577195,40,1442.502059
-3847.757904,40,1442.577537
-4222.31766,40,1442.652646
-4196.906656,40,1442.727473
-3846.81703,40,1442.806195
-4223.466101,40,1442.880305
-3807.283027,40,1442.949735
-3451.271399,40,1443.018613
-4302.781069,40,1443.088437
-4481.28067,40,1443.161613
-5403.061727,40,1443.233084
-4092.229321,40,1443.305288
-5140.027423,40,1443.377079
-4209.41581,40,1443.451024
-4404.063786,40,1443.521867
-3834.996097,40,1443.591737
-4100.790937,40,1443.662865
-3471.040133,40,1443.734546
-3329.719221,40,1443.806669
-3896.387718,40,1443.87813
-3732.763649,40,1443.948486
-4282.77153,40,1444.020023
-3700.821088,40,1444.089609
-4018.989663,40,1444.162183
-3894.424369,40,1444.234051
-3740.489124,40,1444.304076
-3509.279776,40,1444.374143
-3581.024943,40,1444.443449
-3581.354619,40,1444.550071
-3864.342257,40,1444.617148
-3580.905141,40,1444.685674
-3781.839124,40,1444.754884
-3633.027385,40,1444.825887
-3210.80898,40,1444.894852
-3580.299842,40,1444.96452
-3682.051983,40,1445.033214
-3581.140656,40,1445.101505
-3210.506743,40,1445.170275
-3580.459639,40,1445.23797
-3855.734235,40,1445.307428
-3556.076256,40,1445.376112
-3636.09952,40,1445.449068
-3945.914342,40,1445.517117
-3760.077977,40,1445.585599
-4178.133632,40,1445.653416
-3862.347507,40,1445.723443
-3609.769695,40,1445.794339
-3629.301242,40,1445.866449
-4123.477432,40,1445.946444
-3582.105689,40,1446.019004
-3441.961016,40,1446.089549
-3813.140902,40,1446.159268
-4230.742301,40,1446.233522
-3813.394445,40,1446.30622
-3788.938319,40,1446.377044
-3585.01727,40,1446.446292
-4419.426188,40,1446.515245
-3813.92892,40,1446.582911
-3562.415837,40,1446.650465
-3885.771347,40,1446.718494
-3265.164353,40,1446.788004
-3265.397613,40,1446.859118
-4052.103677,40,1446.927539
-4181.13976,40,1446.996134
-3632.206523,40,1447.063849
-3684.773283,40,1447.132091
-4009.031143,40,1447.200107
-3696.646129,40,1447.268129
-4038.04816,40,1447.337912
-3585.293956,40,1447.406927
-3721.424927,40,1447.475507
-3745.574132,40,1447.558233
-4122.139102,40,1447.631582
-3400.31777,40,1447.708162
-3859.549763,40,1447.786835
-4130.666998,40,1447.879977
-3641.193783,40,1447.961183
-3639.206618,40,1448.028275
-3154.424053,40,1448.111877
-3641.453186,40,1448.18007
-3336.783377,40,1448.262028
-3114.821166,40,1448.332959
-3991.73107,40,1448.40099
-3336.437552,40,1448.469076
-3832.165647,40,1448.536375
-3246.432279,40,1448.608374
-3484.343957,40,1448.682852
-3623.572969,40,1448.755134
-4944.09952,40,1448.827048
-4046.694915,40,1448.906095
-4164.604377,40,1448.973316
-3821.176277,40,1449.043928
-3767.034851,40,1449.113763
-3870.375072,40,1449.181173
-3652.511144,40,1449.248886
-3386.818946,40,1449.375298
-3537.234861,40,1449.452031
-3871.409032,40,1449.526856
-3515.006318,40,1449.598389
-3976.673308,40,1449.66832
-4829.47902,40,1449.736406
-3371.269074,40,1449.80693
-3536.58981,40,1449.875565
-3434.106857,40,1449.942122
-3416.329356,40,1450.006833
-4070.071336,40,1450.072395
-4552.577877,40,1450.137446
-3747.099301,40,1450.206341
-3600.393604,40,1450.271173
-4073.321745,40,1450.340606
-3655.190122,40,1450.409439
-3329.914471,40,1450.477013
-4005.569924,40,1450.543107
-3912.926773,40,1450.613511
-3913.499935,40,1450.703658
-3867.025135,40,1450.808968
-4552.414832,40,1450.892717
-4349.308634,40,1450.976955
-3694.970205,40,1451.059439
-3957.257219,40,1451.130124
-4282.658473,40,1451.199821
-4492.101593,40,1451.270077
-3814.570428,40,1451.33589
-3355.667006,40,1451.404589
-4041.654078,40,1451.471585
-3275.216422,40,1451.53751
-3324.872865,40,1451.605654
-3843.36632,40,1451.67318
-3377.424107,40,1451.740329
-4234.291224,40,1451.814815
-3695.157361,40,1451.885326
-3746.837588,40,1451.960379
-3525.465371,40,1452.042011
-4180.93301,40,1452.119401
-4133.226878,40,1452.200445
-3760.544253,40,1452.284074
-4400.317173,40,1452.369534
-3703.760674,40,1452.452631
-4115.451112,40,1452.545889
-3444.076814,40,1452.634411
-3245.448197,40,1452.723163
-3740.948718,40,1452.816662
-3635.097946,40,1452.910456
-4767.241014,40,1452.9968
-3516.432153,40,1453.083637
-3968.356078,40,1453.168091
-5018.907397,40,1453.296396
-3138.471088,40,1453.389461
-3758.590327,40,1453.478807
-4538.411653,40,1453.558006
-4331.209903,40,1453.633328
-3349.562737,40,1453.711096
-5061.989464,40,1453.786153
-4751.661829,40,1453.862246
-3374.29388,40,1453.944941
-3897.407426,40,1454.021145
-4330.251368,40,1454.09599
-3841.577401,40,1454.172115
-3954.761437,40,1454.245781
-3557.648706,40,1454.319199
-4424.480919,40,1454.391073
-4593.005538,40,1454.467967
-3373.8626,40,1454.540257
-4807.70162,40,1454.611153
-3819.91492,40,1454.681691
-3582.967891,40,1454.751736
-3982.221056,40,1454.821983
-4787.818039,40,1454.891755
-5292.443659,40,1454.962414
-3914.615232,40,1455.031974
-4809.646697,40,1455.102559
-5083.253161,40,1455.175187
-4625.960675,40,1455.246191
-4770.250186,40,1455.31932
-4788.040503,40,1455.391267
-4058.428626,40,1455.475445
-4532.258102,40,1455.544104
-3750.364937,40,1455.626379
-5368.730052,40,1455.695159
-4366.772731,40,1455.778189
-5780.950921,40,1455.846732
-3533.802268,40,1455.919225
-5073.38606,40,1455.990563
-3725.247832,40,1456.062323
-5935.075916,40,1456.133188
-4993.051329,40,1456.204214
-5661.964031,40,1456.277473
-4815.400136,40,1456.347155
-4673.22867,40,1456.419047
-5011.952454,40,1456.490401
-5209.682338,40,1456.560485
-4848.917496,40,1456.631539
-5621.593471,40,1456.702128
-5327.111718,40,1456.772808
-5152.46898,40,1456.842993
-5132.153717,40,1456.913286
-4919.664784,40,1456.984057
-5341.836002,40,1457.055483
-4851.275454,40,1457.125953
-4164.862739,40,1457.196288
-5918.113592,40,1457.268393
-4122.133405,40,1457.342955
-4952.034559,40,1457.415925
-5343.353377,40,1457.486804
-4254.870274,40,1457.558499
-4754.129528,40,1457.630839
-5454.116267,40,1457.700343
-5706.812263,40,1457.770366
-4772.62657,40,1457.863037
-4791.631988,40,1457.932506
-5613.973026,40,1458.017186
-5511.194774,40,1458.092579
-4401.837147,40,1458.170398
-4736.857038,40,1458.23957
-5772.443114,40,1458.310278
-3722.872441,40,1458.379793
-3305.944303,40,1458.451986
-4008.581781,40,1458.522757
-4188.490106,40,1458.594006
-4477.169222,40,1458.663495
-3391.952638,40,1458.732452
-4332.725926,40,1458.804704
-4428.710341,40,1458.875635
-4534.013879,40,1458.946907
-4333.855763,40,1459.01678
-5222.665226,40,1459.086528
-3954.792161,40,1459.156203
-4815.632532,40,1459.22512
-3954.756254,40,1459.295865
-4207.085602,40,1459.365679
-3795.542766,40,1459.437114
-4418.540822,40,1459.526284
-5851.05356,40,1459.613368
-4511.847932,40,1459.699883
-4189.479589,40,1459.785388
-3955.063201,40,1459.872283
-4206.931814,40,1459.95944
-4190.067019,40,1460.045269
-4206.393278,40,1460.132468
-4205.671366,40,1460.219523
-4081.168054,40,1460.306753
-3894.131754,40,1460.394735
-4743.679986,40,1460.482128
-4152.165268,40,1460.556979
-4647.366997,40,1460.64203
-4131.34456,40,1460.714393
-5062.376292,40,1460.783201
-4901.851043,40,1460.853411
-5062.75286,40,1460.923306
-5061.692518,40,1460.994126
-5112.683671,40,1461.063957
-4661.192775,40,1461.134176
-4959.990419,40,1461.204438
-6083.098371,40,1461.275293
-6083.429895,40,1461.344297
-5062.35229,40,1461.415146
-3628.751253,40,1461.485707
-4304.788268,40,1461.555391
-4228.28685,40,1461.625819
-4511.545395,40,1461.695597
-4418.285899,40,1461.766074
-4047.144488,40,1461.837214
-3839.817677,40,1461.907544
-4421.276597,40,1461.978236
-3725.246975,40,1462.048523
-4255.745274,40,1462.118159
-3843.381913,40,1462.189067
-4464.16521,40,1462.258485
-5435.943235,40,1462.32956
-3780.290334,40,1462.399716
-3951.874892,40,1462.471041
-4304.860257,40,1462.542326
-4511.984766,40,1462.611388
-4305.001289,40,1462.681362
-3890.944635,40,1462.750838
-4824.679624,40,1462.824284
-4144.562907,40,1462.894691
-4167.870449,40,1462.965874
-4166.339645,40,1463.036319
-4345.896548,40,1463.108552
-4469.888815,40,1463.179928
-4611.411126,40,1463.252429
-4117.484229,40,1463.323922
-3927.320875,40,1463.39652
-4365.785466,40,1463.467651
-4794.308635,40,1463.537372
-5367.204197,40,1463.607998
-4946.860455,40,1463.676324
-4924.096033,40,1463.746504
-4573.852032,40,1463.815938
-4930.903389,40,1463.885654
-4455.923326,40,1463.956069
-4330.811865,40,1464.025558
-3954.921811,40,1464.095682
-4659.951138,40,1464.165673
-3443.204632,40,1464.235394
-4607.606908,40,1464.307549
-3770.118006,40,1464.378158
-3777.959626,40,1464.448467
-3874.654154,40,1464.518553
-4607.867452,40,1464.587816
-4607.880651,40,1464.657167
-4608.024207,40,1464.726327
-4078.948328,40,1464.796157
-4608.385378,40,1464.864874
-3658.783873,40,1464.935386
-4733.345645,40,1465.00445
-4237.629512,40,1465.07485
-4257.810873,40,1465.144019
-3295.581901,40,1465.212679
-3897.717554,40,1465.284405
-3295.078558,40,1465.35595
-4215.554893,40,1465.42658
-4646.809797,40,1465.495216
-4056.887925,40,1465.565369
-4236.38276,40,1465.635815
-4523.578929,40,1465.705918
-4192.242775,40,1465.774414
-4608.803117,40,1465.844678
-4341.792451,40,1465.913742
-5012.256825,40,1465.985266
-3989.267401,40,1466.055673
-4609.365039,40,1466.126276
-3293.652419,40,1466.195401
-4342.365915,40,1466.264855
-4945.943951,40,1466.345848
-3629.311609,40,1466.418342
-4079.5538,40,1466.500204
-3974.541392,40,1466.568857
-4198.096316,40,1466.649778
-4100.540311,40,1466.718568
-4523.690396,40,1466.802433
-4309.208996,40,1466.875594
-4638.622236,40,1466.954263
-3750.798676,40,1467.034272
-3739.270255,40,1467.103849
-3952.037874,40,1467.184523
-5290.084548,40,1467.253098
-5121.438927,40,1467.334463
-4887.044604,40,1467.406099
-3732.784296,40,1467.475103
-3278.133135,40,1467.543861
-3907.100807,40,1467.613267
-4296.205251,40,1467.682414
-3721.236285,40,1467.751919
-4720.923679,40,1467.832201
-3312.435223,40,1467.902355
-3882.696801,40,1467.973184
-3309.53833,40,1468.041622
-3487.870488,40,1468.111501
-3807.194127,40,1468.181095
-4744.893633,40,1468.253489
-3494.618389,40,1468.325318
-3551.24766,40,1468.397316
-3832.233659,40,1468.467763
-4127.023409,40,1468.537868
-5185.33938,40,1468.606811
-5427.7073,40,1468.67569
-5427.08442,40,1468.744286
-4043.59554,40,1468.814981
-3289.319373,40,1468.883898
-3835.961757,40,1468.954286
-3157.844986,40,1469.024253
-3326.607765,40,1469.092774
-4854.34828,40,1469.161332
-5217.868494,40,1469.230386
-5667.282812,40,1469.313596
-3787.260998,40,1469.38311
-4498.442818,40,1469.489951
-3753.005146,40,1469.562385
-3109.628932,40,1469.633223
-5031.070008,40,1469.70429
-5500.117376,40,1469.772801
-4879.47941,40,1469.842678
-5061.282125,40,1469.911193
-3656.1328,40,1469.98265
-3333.993984,40,1470.053138
-4930.348688,40,1470.121786
-3679.454781,40,1470.190181
-3130.798743,40,1470.258753
-4003.202892,40,1470.330205
-3676.9842,40,1470.404689
-3319.935558,40,1470.474992
-4650.96721,40,1470.547347
-4255.71032,40,1470.620201
-3149.084637,40,1470.688592
-4542.374926,40,1470.758038
-4014.81142,40,1470.827203
-4746.12773,40,1470.897074
-3635.810344,40,1470.965822
-3743.996546,40,1471.035842
-3640.757586,40,1471.10554
-3765.681577,40,1471.17452
-3450.299881,40,1471.244437
-3713.60509,40,1471.316673
-4227.804944,40,1471.388148
-4762.946724,40,1471.458483
-4317.256228,40,1471.527509
-4352.621899,40,1471.596855
-4305.613646,40,1471.678003
-4173.041801,40,1471.746845
-3173.392404,40,1471.829373
-4288.557834,40,1471.904667
-3976.055489,40,1471.980454
-4744.124387,40,1472.062685
-3449.132316,40,1472.13061
-3889.636526,40,1472.21081
-4327.221786,40,1472.279267
-3194.730361,40,1472.365591
-4182.59426,40,1472.441869
-3254.161419,40,1472.513754
-3773.458274,40,1472.584974
-5249.327379,40,1472.654216
-5070.120706,40,1472.723164
-4334.503007,40,1472.792129
-3954.187169,40,1472.865428
-5900.909767,40,1472.934939
-4763.633944,40,1473.003978
-3774.59077,40,1473.071819
-3611.116907,40,1473.140798
-3956.885458,40,1473.208951
-4579.271595,40,1473.278968
-3794.224425,40,1473.354509
-5022.080286,40,1473.42593
-3954.312645,40,1473.4956
-4534.611338,40,1473.565893
-3200.194896,40,1473.634468
-3938.61421,40,1473.703313
-3252.422209,40,1473.771535
-3145.236644,40,1473.841404
-3399.048504,40,1473.910333
-3173.127224,40,1473.980956
-3173.458498,40,1474.050372
-2952.984082,40,1474.120145
-3217.718363,40,1474.190389
-3172.61836,40,1474.259849
-3259.569496,40,1474.342735
-2968.282543,40,1474.415694
-2967.602797,40,1474.49737
-3987.096089,40,1474.56631
-3178.99861,40,1474.636483
-2956.575754,40,1474.706349
-3482.824195,40,1474.776397
-3177.941207,40,1474.847051
-3178.670622,40,1474.918257
-3855.031915,40,1474.988982
-3178.608451,40,1475.057784
-3156.881033,40,1475.127503
-4196.864729,40,1475.197497
-3238.309725,40,1475.266991
-3239.931264,40,1475.336259
-3658.781732,40,1475.408287
-3473.850987,40,1475.478973
-3179.713215,40,1475.549719
-3175.193912,40,1475.618943
-2904.129375,40,1475.688349
-4039.977063,40,1475.757523
-5171.020368,40,1475.827747
-5118.834155,40,1475.897863
-4196.888019,40,1475.967792
-3299.882904,40,1476.037044
-3552.769139,40,1476.107308
-3781.576051,40,1476.177157
-3681.657812,40,1476.247191
-2857.84459,40,1476.316772
-2957.463633,40,1476.384618
-3432.211758,40,1476.457342
-3106.941381,40,1476.526772
-3317.325273,40,1476.607001
-3455.370321,40,1476.682741
-3082.419211,40,1476.755254
-2978.296647,40,1476.838481
-3915.316392,40,1476.90655
-3493.50782,40,1476.987877
-4002.75445,40,1477.054806
-3646.603739,40,1477.124203
-4673.530407,40,1477.192979
-4144.877376,40,1477.262547
-3868.784692,40,1477.33217
-4165.182484,40,1477.40522
-4582.927194,40,1477.474364
-4101.102807,40,1477.544513
-3147.044966,40,1477.613342
-2926.89783,40,1477.683078
-3625.79329,40,1477.752336
-4878.873565,40,1477.824893
-3872.615638,40,1477.894577
-5115.215065,40,1477.964989
-3541.20458,40,1478.033868
-3546.187943,40,1478.102435
-3104.244103,40,1478.171105
-3389.410173,40,1478.242727
-3546.023002,40,1478.313014
-3775.13513,40,1478.382836
-4116.576688,40,1478.459098
-4594.609006,40,1478.529059
-4246.460418,40,1478.599826
-4621.679191,40,1478.669177
-3526.176445,40,1478.738901
-4013.867154,40,1478.80866
-4063.183338,40,1478.878893
-3878.698187,40,1478.950195
-3852.995877,40,1479.018733
-4648.25831,40,1479.088402
-3695.121384,40,1479.156867
-4237.238814,40,1479.226649
-3874.74585,40,1479.296113
-4375.531558,40,1479.365761
-4400.063405,40,1479.436328
-4014.298801,40,1479.504977
-4247.716724,40,1479.573748
