#{"t_start": 1782840714.3012211, "env_id": "None"}
r,l,t
-2978.838022,40,5394.30233
-3243.316307,40,5394.371849
-3493.673528,40,5394.442415
-3037.863361,40,5394.512252
-3352.255746,40,5394.583408
-3633.879828,40,5394.653573
-3038.23028,40,5394.723273
-3924.213427,40,5394.792638
-3422.955146,40,5394.864372
-3525.514805,40,5394.934992
-3471.609732,40,5395.005674
-3217.831591,40,5395.076299
-3029.492366,40,5395.146272
-3862.480611,40,5395.217974
-3083.08404,40,5395.289759
-3202.194517,40,5395.360835
-3000.936538,40,5395.430693
-3000.572405,40,5395.502215
-3905.066536,40,5395.586995
-3577.489322,40,5395.655576
-3363.127107,40,5395.72709
-3505.317861,40,5395.797436
-3935.613497,40,5395.869003
-3472.32069,40,5395.938018
-3377.691364,40,5396.011107
-3173.805829,40,5396.081824
-3432.079407,40,5396.151878
-3431.443658,40,5396.220712
-3925.109979,40,5396.292435
-3351.944169,40,5396.362844
-3519.488346,40,5396.433817
-3648.009262,40,5396.504892
-3548.479871,40,5396.575659
-3641.415244,40,5396.64648
-3757.210173,40,5396.71629
-3545.437567,40,5396.788769
-3524.791124,40,5396.858236
-3467.121759,40,5396.929663
-3378.56605,40,5397.002525
-3524.113106,40,5397.072903
-3406.911775,40,5397.143264
-3141.008411,40,5397.214261
-3241.79616,40,5397.288678
-2815.350831,40,5397.358831
-3496.573251,40,5397.430582
-2761.913181,40,5397.501096
-3516.677926,40,5397.572879
-3431.62223,40,5397.641281
-3082.605205,40,5397.713668
-3643.073438,40,5397.783701
-3365.622355,40,5397.853728
-3195.173796,40,5397.923319
-3540.076745,40,5397.997827
-3154.911659,40,5398.069685
-3082.666834,40,5398.140024
-3559.139607,40,5398.21132
-3391.574156,40,5398.282843
-3259.370668,40,5398.353589
-3595.754753,40,5398.42608
-3141.352619,40,5398.497955
-3671.401039,40,5398.569456
-3538.914212,40,5398.639743
-3496.969878,40,5398.710693
-3172.291491,40,5398.781956
-3515.851924,40,5398.853682
-3054.155235,40,5398.923329
-3593.293432,40,5398.996325
-3156.867271,40,5399.066787
-3593.777334,40,5399.139004
-3142.12434,40,5399.208756
-3590.358278,40,5399.280601
-3595.33064,40,5399.355666
-3703.889262,40,5399.42561
-3680.771186,40,5399.496674
-3620.914679,40,5399.566876
-3570.075607,40,5399.638434
-3476.320395,40,5399.708949
-3377.471885,40,5399.780748
-3328.995475,40,5399.853669
-3527.366284,40,5399.924667
-3223.585118,40,5399.995772
-3326.288238,40,5400.066859
-3112.301486,40,5400.148316
-3308.625509,40,5400.21755
-3325.644648,40,5400.299838
-3106.583015,40,5400.369537
-3325.331615,40,5400.451567
-3470.406063,40,5400.526283
-3662.320572,40,5400.603862
-3318.675084,40,5400.674163
-3108.906316,40,5400.744818
-3592.049839,40,5400.815903
-4256.644101,40,5400.885759
-3594.834309,40,5400.955847
-3546.92656,40,5401.02661
-3428.782599,40,5401.098323
-3355.456266,40,5401.169444
-3975.040814,40,5401.240448
-3975.846008,40,5401.313605
-3921.590924,40,5401.385533
-3446.644052,40,5401.455798
-3922.919516,40,5401.526349
-3569.739331,40,5401.597301
-3175.305074,40,5401.668599
-3565.550368,40,5401.739305
-3272.726132,40,5401.810364
-3272.474284,40,5401.881289
-3923.017931,40,5401.951298
-4025.263893,40,5402.026078
-4171.859674,40,5402.098035
-3222.272929,40,5402.168851
-3618.464963,40,5402.23907
-3428.379168,40,5402.309401
-3424.998465,40,5402.381197
-3245.429434,40,5402.451309
-3860.974452,40,5402.523188
-3522.980935,40,5402.593448
-3909.296413,40,5402.665756
-3220.954116,40,5402.736329
-3195.258834,40,5402.806982
-3538.72006,40,5402.877203
-3395.361648,40,5402.956904
-3298.373113,40,5403.030413
-3986.47083,40,5403.100845
-3530.603286,40,5403.17214
-3262.567196,40,5403.242196
-3975.395117,40,5403.313878
-3329.562136,40,5403.388618
-3297.11579,40,5403.460895
-3061.050723,40,5403.532179
-3592.876263,40,5403.603081
-3532.102208,40,5403.673126
-3540.895194,40,5403.743564
-3280.45336,40,5403.814617
-3058.269947,40,5403.884711
-3586.215374,40,5403.957223
-3298.438898,40,5404.030619
-3213.819234,40,5404.102703
-3415.435146,40,5404.173321
-3325.534604,40,5404.245785
-3498.940327,40,5404.318157
-3324.181513,40,5404.389099
-3000.530622,40,5404.460064
-3583.544997,40,5404.530538
-3325.179969,40,5404.601178
-3170.194644,40,5404.670774
-3360.28638,40,5404.741409
-3368.623516,40,5404.812056
-3001.709797,40,5404.885196
-3272.540183,40,5404.957139
-3758.120814,40,5405.028975
-3378.816134,40,5405.100616
-3377.964021,40,5405.170621
-3306.731318,40,5405.241336
-3310.810356,40,5405.312116
-3054.445721,40,5405.419074
-3516.577662,40,5405.492432
-3378.708492,40,5405.564569
-3158.577786,40,5405.637483
-3492.533253,40,5405.708197
-3525.511169,40,5405.779522
-3708.69538,40,5405.848828
-3090.119096,40,5405.962858
-4186.839875,40,5406.048534
-3493.665803,40,5406.123601
-3668.111466,40,5406.197477
-3975.670351,40,5406.270553
-3496.833367,40,5406.341593
-3492.988885,40,5406.415732
-3395.098137,40,5406.485198
-2939.610148,40,5406.55625
-4022.90435,40,5406.626151
-3686.127179,40,5406.697212
-3300.560172,40,5406.767038
-3604.638614,40,5406.838246
-3340.877316,40,5406.908158
-3711.084947,40,5406.980025
-3494.227798,40,5407.051213
-3274.600421,40,5407.123807
-3758.837089,40,5407.195455
-3982.787338,40,5407.265512
-3490.644841,40,5407.336814
-3976.108022,40,5407.408597
-3961.291929,40,5407.492102
-3472.393519,40,5407.569882
-3731.374937,40,5407.645269
-3316.828724,40,5407.729767
-3687.285878,40,5407.79878
-3544.426975,40,5407.882292
-3923.691238,40,5407.95444
-3975.665262,40,5408.027316
-3475.153002,40,5408.098365
-3340.189055,40,5408.17018
-3147.958078,40,5408.240622
-3240.525991,40,5408.311661
-3713.61629,40,5408.382237
-3089.704357,40,5408.452055
-3590.725114,40,5408.522633
-3339.339497,40,5408.595731
-3524.624242,40,5408.667568
-3725.480371,40,5408.737865
-3578.345212,40,5408.810072
-3406.44013,40,5408.879963
-3975.960443,40,5408.950173
-3400.449579,40,5409.02127
-3394.724502,40,5409.093835
-3573.141163,40,5409.166161
-3492.753504,40,5409.236232
-3495.411028,40,5409.309004
-3547.32521,40,5409.37995
-3735.973532,40,5409.451217
-3717.746009,40,5409.520207
-3767.023666,40,5409.592343
-3741.242377,40,5409.662289
-3603.828493,40,5409.733022
-3536.755643,40,5409.803564
-3340.718187,40,5409.874575
-3493.920655,40,5409.946292
-3380.274823,40,5410.020278
-3341.025368,40,5410.091768
-3433.606664,40,5410.162566
-3645.265615,40,5410.23436
-3317.314407,40,5410.30513
-3317.009964,40,5410.377266
-3441.930454,40,5410.448003
-3471.350006,40,5410.519343
-3317.391089,40,5410.590403
-3752.970177,40,5410.661521
-3860.567388,40,5410.73418
-3341.392405,40,5410.804488
-3341.641528,40,5410.876496
-3340.163389,40,5410.946483
-4515.99564,40,5411.01926
-3955.733571,40,5411.089707
-4195.047295,40,5411.162038
-3317.619928,40,5411.232423
-3936.299279,40,5411.30313
-3647.163076,40,5411.373956
-3672.477614,40,5411.447716
-3244.589728,40,5411.51826
-3393.089563,40,5411.589505
-3724.23818,40,5411.661205
-3723.446706,40,5411.730409
-3579.468066,40,5411.801412
-3238.673834,40,5411.872353
-3315.334314,40,5411.944474
-3807.612419,40,5412.015965
-3340.66435,40,5412.087513
-3724.283662,40,5412.161963
-3700.920543,40,5412.233121
-3677.621083,40,5412.304632
-3380.579329,40,5412.37525
-3725.666252,40,5412.447394
-3646.906878,40,5412.519968
-3671.985653,40,5412.591263
-3822.675327,40,5412.662726
-3648.207683,40,5412.734019
-3317.234458,40,5412.806187
-3672.93346,40,5412.878857
-3595.431726,40,5412.952568
-3480.683718,40,5413.026464
-3271.23755,40,5413.097488
-3703.492129,40,5413.167806
-3822.635537,40,5413.239682
-3603.451856,40,5413.312698
-3405.1112,40,5413.384044
-3432.239193,40,5413.456915
-3833.597164,40,5413.528198
-3860.690466,40,5413.600511
-2818.460033,40,5413.670237
-3647.848663,40,5413.741684
-3874.369776,40,5413.812274
-3912.303874,40,5413.883427
-3606.128051,40,5413.953659
-3323.411451,40,5414.027846
-3672.460247,40,5414.098877
-3545.855866,40,5414.169607
-3418.407977,40,5414.240587
-3341.682962,40,5414.312958
-3806.832068,40,5414.384921
-3791.217706,40,5414.455012
-3272.032468,40,5414.52708
-3393.701175,40,5414.596553
-3701.232463,40,5414.666665
-3833.879698,40,5414.737811
-3647.771068,40,5414.809945
-3340.897998,40,5414.880625
-3595.650663,40,5414.951142
-3339.455111,40,5415.025755
-3579.020805,40,5415.095719
-3218.283478,40,5415.167342
-2868.840534,40,5415.237501
-3596.786696,40,5415.310488
-3393.526613,40,5415.380886
-3724.865496,40,5415.456542
-3701.433556,40,5415.52756
-3371.032886,40,5415.598191
-3267.253709,40,5415.668674
-3393.988728,40,5415.741308
-3294.130621,40,5415.812931
-2940.179748,40,5415.883389
-3438.191583,40,5415.955242
-3274.591925,40,5416.028683
-3316.782397,40,5416.100212
-3316.249811,40,5416.170925
-3478.530785,40,5416.243277
-3380.863901,40,5416.314529
-3433.227599,40,5416.385485
-3365.310283,40,5416.45922
-3581.85594,40,5416.52994
-3701.120568,40,5416.600969
-3670.346116,40,5416.670843
-3770.301182,40,5416.743652
-3365.31627,40,5416.815065
-3860.650884,40,5416.885888
-4085.238448,40,5416.956937
-3804.091371,40,5417.029182
-3701.485851,40,5417.099852
-3672.334437,40,5417.171814
-3670.708065,40,5417.243742
-4138.780656,40,5417.31332
-3804.002506,40,5417.384429
-3315.797365,40,5417.457891
-3394.573659,40,5417.529505
-3671.2786,40,5417.60034
-3671.684766,40,5417.672222
-3806.634884,40,5417.743695
-3316.816266,40,5417.813406
-3340.987636,40,5417.885975
-3804.147783,40,5417.959522
-3801.968355,40,5418.031816
-3516.476785,40,5418.102056
-3384.46235,40,5418.173661
-3379.865604,40,5418.243834
-3645.780169,40,5418.317516
-3769.645752,40,5418.389236
-3365.50788,40,5418.460298
-2908.806131,40,5418.530729
-3477.293599,40,5418.602872
-3672.819551,40,5418.674946
-3701.698018,40,5418.745771
-3807.243294,40,5418.817425
-3433.638676,40,5418.887976
-3873.766064,40,5418.960383
-3268.399978,40,5419.031036
-3647.447527,40,5419.102803
-3647.667735,40,5419.174062
-3370.397058,40,5419.244043
-3393.557268,40,5419.316643
-3266.744465,40,5419.386369
-3647.847537,40,5419.459308
-3340.913189,40,5419.529911
-3821.40528,40,5419.601071
-3860.991692,40,5419.671394
-3190.971582,40,5419.743628
-4146.718785,40,5419.813681
-3875.851977,40,5419.88452
-3966.930394,40,5419.955789
-3729.727663,40,5420.029299
-3762.571012,40,5420.100647
-3845.433763,40,5420.171482
-3822.254624,40,5420.242733
-4086.701834,40,5420.313266
-3639.355528,40,5420.385196
-4299.214896,40,5420.456696
-3859.398189,40,5420.528766
-3807.895191,40,5420.599499
-3807.629397,40,5420.671065
-3860.777015,40,5420.743913
-3701.660926,40,5420.814407
-3914.425988,40,5420.885348
-3369.43261,40,5420.956158
-3644.138349,40,5421.02801
-3671.008215,40,5421.097736
-3366.75163,40,5421.169117
-4272.210682,40,5421.239393
-3317.409942,40,5421.311664
-4009.848675,40,5421.382023
-3365.47172,40,5421.455311
-3976.328768,40,5421.528573
-3712.281329,40,5421.599412
-3316.707024,40,5421.670354
-3670.528392,40,5421.741603
-4072.0212,40,5421.812185
-3643.381132,40,5421.882091
-3979.872547,40,5421.954078
-3770.914823,40,5422.027555
-3874.103121,40,5422.099065
-3648.199822,40,5422.171998
-2971.67862,40,5422.242367
-4618.885578,40,5422.313559
-3701.67988,40,5422.384181
-3724.936668,40,5422.456436
-3701.659733,40,5422.526029
-4129.516027,40,5422.596938
-4101.702174,40,5422.666561
-4299.186805,40,5422.738595
-3912.720035,40,5422.809196
-4037.327147,40,5422.882224
-4209.282772,40,5422.954006
-4123.205481,40,5423.025902
-3671.85043,40,5423.097986
-3771.99325,40,5423.168273
-3672.820659,40,5423.239861
-3875.757389,40,5423.309654
-3713.502178,40,5423.381499
-3316.847322,40,5423.452476
-3724.169516,40,5423.525799
-3647.239723,40,5423.597234
-3365.567186,40,5423.67002
-3890.860265,40,5423.742928
-3855.031418,40,5423.81459
-3672.076206,40,5423.887185
-3841.346508,40,5423.959368
-3988.344034,40,5424.029929
-3637.869621,40,5424.100634
-3725.547931,40,5424.172664
-3671.205161,40,5424.243043
-3841.822201,40,5424.316719
-3823.930123,40,5424.388774
-3191.920187,40,5424.458843
-3672.365633,40,5424.54218
-3647.554329,40,5424.611814
-3671.26334,40,5424.683059
-3123.021355,40,5424.753849
-3898.224183,40,5424.826064
-3721.145827,40,5424.896008
-3672.251986,40,5424.967105
-3807.6005,40,5425.041106
-3875.936195,40,5425.110925
-4466.425355,40,5425.181147
-4083.526447,40,5425.252955
-3647.078313,40,5425.324133
-3647.529533,40,5425.39444
-3988.894199,40,5425.466006
-3936.554307,40,5425.538707
-3934.848925,40,5425.610385
-4352.163648,40,5425.680347
-3911.460373,40,5425.75303
-3914.454553,40,5425.823598
-3670.965503,40,5425.894117
-3340.84825,40,5425.965185
-3282.01219,40,5426.038244
-3513.695298,40,5426.109549
-3821.950107,40,5426.179539
-3701.56603,40,5426.251439
-2787.89949,40,5426.321039
-3493.408615,40,5426.392299
-3766.39272,40,5426.463562
-3700.934724,40,5426.535229
-3821.704318,40,5426.606378
-3646.746455,40,5426.676378
-3821.976462,40,5426.747241
-3672.033753,40,5426.818566
-3826.650988,40,5426.890038
-3699.301849,40,5426.960135
-3617.770722,40,5427.033351
-3671.783748,40,5427.104056
-3416.874627,40,5427.177323
-3672.176711,40,5427.247335
-3671.843338,40,5427.319257
-3177.652565,40,5427.390306
-3394.501946,40,5427.462494
-3701.086761,40,5427.536673
-3772.014231,40,5427.607612
-3822.43557,40,5427.678908
-4234.892152,40,5427.749177
-4105.320888,40,5427.82051
-3491.482922,40,5427.890626
-3671.103483,40,5427.972301
-3672.027903,40,5428.042515
-3238.473256,40,5428.112693
-3714.076219,40,5428.184212
-3142.077581,40,5428.255088
-3967.259118,40,5428.325348
-3605.348507,40,5428.395486
-3711.161991,40,5428.466429
-3378.689162,40,5428.536538
-3922.958497,40,5428.609207
-3418.607661,40,5428.679305
-4154.318449,40,5428.751213
-3967.092769,40,5428.822508
-3935.346784,40,5428.892715
-4186.746279,40,5428.963453
-4584.879193,40,5429.036751
-4208.802519,40,5429.10787
-4156.320112,40,5429.178133
-3676.998575,40,5429.249919
-3712.286796,40,5429.32143
-4406.508418,40,5429.393411
-4148.464575,40,5429.464683
-3713.73431,40,5429.537142
-3766.312671,40,5429.608086
-3766.461128,40,5429.678321
-4052.741985,40,5429.749683
-3767.360916,40,5429.820609
-3675.94201,40,5429.891562
-4182.710356,40,5429.962716
-3784.621866,40,5430.037264
-3645.21466,40,5430.107237
-3921.625225,40,5430.178608
-3315.197426,40,5430.250583
-3671.426188,40,5430.321394
-3649.321902,40,5430.392933
-4172.995972,40,5430.464406
-3826.011148,40,5430.536942
-3243.11825,40,5430.606445
-3430.508483,40,5430.678439
-3725.569536,40,5430.749969
-3365.204057,40,5430.82242
-3205.437728,40,5430.89262
-3772.625044,40,5430.963761
-3603.082728,40,5431.037389
-3472.469504,40,5431.107769
-3605.085602,40,5431.179076
-3493.332848,40,5431.25077
-3936.114671,40,5431.321354
-3936.54246,40,5431.390423
-3785.788315,40,5431.462601
-3767.160503,40,5431.533302
-3933.354013,40,5431.606781
-3493.576493,40,5431.677919
-3605.888571,40,5431.749782
-3825.151157,40,5431.819695
-3729.804343,40,5431.889424
-3674.910315,40,5431.960707
-3760.059712,40,5432.033757
-3647.491386,40,5432.115613
-3670.983852,40,5432.186414
-3876.591882,40,5432.268814
-4005.750739,40,5432.337541
-3647.688503,40,5432.408775
-3870.615913,40,5432.491526
-3677.109718,40,5432.562213
-4128.884172,40,5432.633389
-3863.346932,40,5432.703529
-3713.239709,40,5432.774875
-3686.240099,40,5432.845161
-3739.714051,40,5432.918408
-4056.023108,40,5432.992072
-3595.714048,40,5433.064805
-3674.189982,40,5433.135889
-3472.01568,40,5433.207803
-3229.175201,40,5433.281589
-3394.846173,40,5433.352587
-4208.504351,40,5433.45232
-4367.57885,40,5433.52734
-3765.763899,40,5433.604904
-3486.864894,40,5433.67647
-3317.149297,40,5433.747956
-3315.569708,40,5433.818555
-3615.393042,40,5433.887874
-3525.329479,40,5433.959341
-3516.237416,40,5434.03281
-3493.652851,40,5434.116052
-3735.79289,40,5434.188767
-3339.28567,40,5434.268695
-3647.872547,40,5434.339051
-3771.707297,40,5434.410659
-3934.381269,40,5434.481163
-3434.194294,40,5434.551245
-3384.128029,40,5434.621321
-3723.999175,40,5434.691257
-3245.258137,40,5434.761913
-3672.85378,40,5434.831975
-3394.749725,40,5434.903586
-3693.449769,40,5434.973694
-3431.792668,40,5435.045875
-3316.574519,40,5435.117065
-4448.457398,40,5435.187283
-4052.69395,40,5435.258376
-3393.708806,40,5435.329384
-3316.557456,40,5435.401412
-3606.11422,40,5435.471129
-3725.509795,40,5435.542347
-3923.943576,40,5435.615479
-3341.248355,40,5435.686422
-3725.372659,40,5435.754986
-3700.696776,40,5435.826532
-3933.932588,40,5435.897026
-3948.976712,40,5436.025967
-3369.99176,40,5436.100994
-3481.544902,40,5436.172648
-3672.788249,40,5436.24336
-3910.882703,40,5436.315524
-3985.841908,40,5436.385781
-3822.845469,40,5436.456347
-3646.907932,40,5436.526006
-3671.955385,40,5436.599272
-3723.57612,40,5436.668837
-3933.059791,40,5436.741716
-4084.819935,40,5436.812089
-4070.164918,40,5436.883148
-3805.048924,40,5436.953039
-3806.847918,40,5437.024477
-3824.756428,40,5437.095848
-3472.175916,40,5437.167336
-3646.616355,40,5437.243299
-3844.337643,40,5437.315358
-3700.593207,40,5437.386431
-3825.463278,40,5437.456816
-2922.29628,40,5437.529325
-3710.62516,40,5437.605434
-3722.664509,40,5437.675727
-3647.80434,40,5437.747478
-4156.004293,40,5437.818397
-3527.050848,40,5437.889791
-3687.590182,40,5437.96239
-3493.20495,40,5438.054255
-3648.506554,40,5438.143103
-3833.677699,40,5438.23075
-3337.852022,40,5438.318248
-3582.192511,40,5438.405543
-3910.839915,40,5438.49324
-3639.493766,40,5438.58079
-3316.260601,40,5438.668015
-3772.054995,40,5438.755692
-3316.23091,40,5438.843091
-4230.042486,40,5438.916169
-3339.656211,40,5438.987083
-3580.496491,40,5439.059983
-3736.224576,40,5439.132594
-3620.094211,40,5439.203772
-3452.094096,40,5439.277163
-3724.491467,40,5439.349055
-3380.306001,40,5439.4208
-3326.037166,40,5439.491147
-3179.185106,40,5439.562378
-3394.573759,40,5439.653514
-3647.511898,40,5439.741444
-3875.525807,40,5439.828987
-3605.931899,40,5439.916453
-3700.245885,40,5440.003504
-3432.864057,40,5440.0915
-3769.971364,40,5440.179327
-3316.713248,40,5440.24707
-3342.089682,40,5440.315535
-3471.555604,40,5440.383698
-3672.282659,40,5440.454348
-4138.527171,40,5440.52391
-3340.379126,40,5440.604005
-3913.280614,40,5440.681765
-3316.410685,40,5440.753234
-3369.960085,40,5440.834726
-3531.604559,40,5440.902602
-3340.094079,40,5440.983727
-3316.633994,40,5441.052758
-3494.391609,40,5441.133781
-3339.347391,40,5441.204022
-3934.407732,40,5441.283726
-3441.893262,40,5441.361006
-3395.113972,40,5441.43111
-3603.410292,40,5441.499763
-3317.082003,40,5441.568306
-3341.45962,40,5441.640984
-3725.705472,40,5441.710955
-3602.450382,40,5441.78031
-3394.533306,40,5441.84913
-3341.870185,40,5441.919218
-3670.280375,40,5441.988672
-3935.793587,40,5442.059988
-3477.559589,40,5442.128799
-3176.294087,40,5442.199067
-3875.216372,40,5442.268313
-4138.618375,40,5442.338746
-3670.891518,40,5442.410456
-3822.805811,40,5442.48079
-4182.360284,40,5442.549857
-2977.011448,40,5442.620886
-3701.495841,40,5442.690674
-3724.518625,40,5442.760115
-3723.520101,40,5442.831171
-3379.848042,40,5442.900389
-3672.52121,40,5442.977995
-3725.607739,40,5443.048759
-3648.350443,40,5443.119012
-3428.75352,40,5443.18835
-3994.394479,40,5443.259656
-3647.35036,40,5443.341913
-3647.917198,40,5443.411778
-3819.990674,40,5443.482275
-3317.407158,40,5443.552604
-3877.543666,40,5443.623507
-3392.609943,40,5443.697657
-3605.048507,40,5443.767185
-2989.425013,40,5443.835345
-3810.622872,40,5443.905052
-3704.958275,40,5443.97574
-3704.438568,40,5444.066088
-3394.312944,40,5444.153856
-3380.783678,40,5444.240732
-3147.119559,40,5444.311507
-3852.106749,40,5444.380816
-3647.85722,40,5444.44982
-3724.728065,40,5444.531399
-3326.117814,40,5444.598979
-3365.60819,40,5444.680223
-3341.134056,40,5444.753694
-3674.340617,40,5444.830111
-3392.037304,40,5444.911795
-3315.82947,40,5444.982483
-3379.916353,40,5445.053555
-3433.845979,40,5445.123044
-3251.139634,40,5445.19377
-3669.933469,40,5445.262953
-3327.638035,40,5445.333084
-3110.873663,40,5445.401856
-2921.05494,40,5445.47349
-3670.11501,40,5445.552808
-3723.299464,40,5445.625808
-3340.84559,40,5445.709799
-3436.322519,40,5445.778203
-3580.945907,40,5445.859594
-3241.10044,40,5445.927936
-3701.014256,40,5446.012276
-3672.49381,40,5446.081214
-3578.16992,40,5446.151879
-3725.463712,40,5446.229954
-3724.47866,40,5446.304443
-3722.455085,40,5446.386559
-3648.083472,40,5446.456658
-3604.780407,40,5446.527601
-3416.402232,40,5446.59769
-3839.909046,40,5446.668047
-3648.014287,40,5446.738086
-3724.441659,40,5446.810032
-3733.445537,40,5446.879093
-3523.782843,40,5446.95067
-3811.155958,40,5447.023434
-3155.552593,40,5447.094256
-4013.108192,40,5447.163957
-3138.257891,40,5447.233785
-3208.799726,40,5447.31598
-3759.030816,40,5447.385321
-3808.606738,40,5447.4686
-3517.004337,40,5447.538426
-4008.623578,40,5447.619574
-3755.441658,40,5447.699939
-3669.471917,40,5447.773963
-3806.179153,40,5447.855613
-3964.177324,40,5447.924656
-4040.707505,40,5448.008009
-3589.056512,40,5448.077492
-4039.501822,40,5448.159077
-3954.486269,40,5448.232657
-3827.021869,40,5448.30906
-3594.733329,40,5448.390026
-3774.758561,40,5448.459499
-3473.458177,40,5448.541404
-3744.347877,40,5448.610154
-3809.245997,40,5448.690545
-3599.518743,40,5448.758289
-3723.127553,40,5448.846709
-3598.07082,40,5448.934285
-3841.467545,40,5449.008186
-3672.200313,40,5449.091654
-3831.305429,40,5449.168917
-3674.166839,40,5449.246874
-3904.330737,40,5449.319949
-3595.114219,40,5449.391859
-3812.825377,40,5449.463479
-3518.356003,40,5449.534762
-3619.546966,40,5449.607249
-3495.526608,40,5449.678828
-3829.749575,40,5449.751839
-4032.89137,40,5449.82308
-3600.548554,40,5449.893917
-3665.767202,40,5449.965075
-3619.34895,40,5450.037976
-3930.542194,40,5450.109776
-3673.195108,40,5450.180494
-3672.638347,40,5450.251812
-3653.836053,40,5450.323004
-3717.393026,40,5450.395416
-3781.016362,40,5450.467921
-3572.948957,40,5450.540307
-3620.88256,40,5450.612858
-3573.209411,40,5450.684149
-3519.074322,40,5450.757473
-3573.617613,40,5450.829452
-3134.507981,40,5450.902092
-3652.745786,40,5450.973761
-3515.917052,40,5451.046259
-3518.507853,40,5451.117017
-3887.064993,40,5451.189064
-3419.358983,40,5451.261288
-3517.527172,40,5451.331935
-3634.735752,40,5451.403874
-3495.641465,40,5451.475803
-3517.99238,40,5451.546258
-3931.107886,40,5451.616648
-4064.110163,40,5451.688025
-3653.140741,40,5451.760697
-3812.731019,40,5451.832594
-3777.208327,40,5451.903813
-3186.369764,40,5451.976541
-3137.967792,40,5452.04944
-3781.859925,40,5452.121044
-3620.56776,40,5452.194205
-3209.564749,40,5452.265817
-3781.962358,40,5452.337839
-3672.058367,40,5452.409665
-4301.713736,40,5452.483874
-3620.374418,40,5452.555601
-3931.469176,40,5452.627743
-3781.800423,40,5452.699883
-4043.227943,40,5452.771991
-3032.926678,40,5452.843787
-3832.062792,40,5452.916835
-3673.688648,40,5452.991046
-3849.901345,40,5453.062551
-3879.670175,40,5453.134286
-3415.075524,40,5453.206154
-3314.746455,40,5453.301035
-3562.649198,40,5453.373588
-3826.688284,40,5453.445305
-3549.193527,40,5453.517498
-3778.333244,40,5453.589479
-3177.920329,40,5453.665913
-3622.740484,40,5453.740248
-4114.785794,40,5453.812581
-3493.843692,40,5453.884418
-3520.168872,40,5453.956768
-3595.48298,40,5454.030645
-3519.349164,40,5454.102045
-3540.13001,40,5454.173926
-3572.917254,40,5454.245728
-3620.147874,40,5454.316737
-3568.236988,40,5454.389592
-3672.14897,40,5454.460737
-3826.278188,40,5454.531624
-3900.382196,40,5454.602995
-3617.984798,40,5454.687861
-3883.281299,40,5454.758758
-3549.009857,40,5454.844476
-3673.97148,40,5454.916043
-3519.087997,40,5455.001638
-3519.168143,40,5455.085907
-3802.978545,40,5455.160369
-3526.432921,40,5455.246388
-3759.380442,40,5455.317428
-4073.684285,40,5455.390199
-3921.517521,40,5455.460711
-3758.734393,40,5455.532609
-3620.56058,40,5455.604234
-3590.554835,40,5455.676205
-3883.10184,40,5455.750322
-3874.608746,40,5455.821797
-3718.073146,40,5455.895688
-3883.535176,40,5455.967694
-3635.189724,40,5456.040254
-3197.339206,40,5456.110981
-4022.686676,40,5456.182863
-3375.461971,40,5456.255637
-3295.565087,40,5456.327611
-3389.138603,40,5456.400301
-3779.555739,40,5456.472918
-3570.666397,40,5456.544963
-3759.458048,40,5456.618137
-3298.023491,40,5456.69038
-3492.901637,40,5456.763135
-3935.871471,40,5456.834778
-3748.335097,40,5456.906754
-3876.746365,40,5456.978294
-3886.99203,40,5457.050459
-3800.613324,40,5457.122291
-3381.289279,40,5457.193908
-4012.701277,40,5457.265915
-3911.847094,40,5457.339214
-3433.198332,40,5457.410472
-3910.211928,40,5457.48529
-3863.506868,40,5457.557579
-3949.172032,40,5457.629014
-4011.857265,40,5457.70041
-3836.513536,40,5457.774181
-4372.46595,40,5457.846301
-3907.73804,40,5457.91789
-3944.627184,40,5457.992425
-3619.93971,40,5458.064154
-3958.307417,40,5458.136036
-3550.803045,40,5458.207391
-3568.883672,40,5458.278825
-3863.359624,40,5458.349905
-4588.786741,40,5458.422062
-3573.167103,40,5458.49369
-3673.710751,40,5458.56535
-3115.060873,40,5458.63704
-3673.128971,40,5458.708386
-3722.574311,40,5458.780823
-3956.296931,40,5458.852999
-3623.831191,40,5458.924527
-3623.680637,40,5458.996771
-4152.655695,40,5459.068887
-3967.10828,40,5459.141198
-3990.575846,40,5459.212711
-3908.621628,40,5459.32125
-3570.867446,40,5459.394816
-3646.655524,40,5459.468935
-3558.60723,40,5459.544631
-3550.666129,40,5459.618829
-3895.966966,40,5459.693933
-3889.773187,40,5459.773975
-3113.630467,40,5459.849093
-3571.321084,40,5459.923933
-3650.017814,40,5459.998019
-3192.429363,40,5460.072035
-3414.044709,40,5460.15495
-4245.696542,40,5460.228636
-3854.777385,40,5460.315772
-3610.030973,40,5460.386786
-3181.139297,40,5460.472898
-3199.861774,40,5460.544515
-4252.480213,40,5460.628481
-3899.419002,40,5460.713421
-3941.824047,40,5460.785866
-3128.13677,40,5460.871233
-4013.930637,40,5460.94125
-4274.560346,40,5461.026843
-3869.367134,40,5461.105967
-3414.961721,40,5461.18558
-3390.881313,40,5461.272424
-4536.111145,40,5461.342798
-4151.380645,40,5461.42766
-3871.063075,40,5461.498707
-3982.459059,40,5461.585448
-3547.763743,40,5461.663743
-3779.855949,40,5461.740808
-3608.972643,40,5461.826368
-3918.652187,40,5461.899328
-4028.365985,40,5461.984583
-3602.03808,40,5462.055417
