accuracy_violation_count_integer,average_weighted_aoi_float,episode_return_float,final_cpu_backlog_cycles_float,freshness_violation_count_integer,maximum_aoi_float,mean_accuracy_float,penalized_score_float,policy_name,statistic,terminal_cpu_violation_count_integer,total_collected_bits_float
39.946,21.43580995845935,-15634.94542677621,9910.825828297291,247.584,41.0,0.18667854575253998,6499.87580995846,Greedy,mean,0.008,2197677.0530386125
0.49303549567957067,0.6082240585742932,307.0812906297149,146913.98718368087,3.9093406093611236,0.0,0.034336884543530136,125.94081498411612,Greedy,std,0.08908422980528033,371330.8368756485
0.0,21.5,-14880.600000000004,0.0,248.0,41.0,nan,2501.5,No refresh,mean,0.0,0.0
0.0,0.0,3.637978807091713e-12,0.0,0.0,0.0,nan,0.0,No refresh,std,0.0,0.0
34.424,17.1009877238564,-12821.576198258092,145655.29981977784,207.546,41.0,0.4282037351383889,5684.960987723856,Random,mean,0.15,2384052.075282332
2.1652307036433784,1.6655196641531749,1054.6563271260986,494046.14405398286,15.487668772284614,0.0,0.044012153324967725,492.9808426008951,Random,std,0.3570714214271425,376227.849694337
12.068,8.89942173208093,-6079.966063899133,1142701.1249536916,103.63,34.75997256088826,0.8007490148269335,2701.999421732081,TD3,mean,0.45,4282237.672220349
3.1577485650380717,1.244581029092152,931.468865611343,1983545.9933943094,15.022153640540362,5.823509408620869,0.05415320170349533,637.0446348390361,TD3,std,0.49749371855331004,593301.4620265273
